name,description,tooltip,optional,tier,type,dice,range,casttime,duration,cooldown,itemname,itemtype,itemeffect,itemvalue,id,rank,DA0,DA1,DA2,DA3,DA4,DA5,DA6,DA7,DA8,DA9,DB0,DB1,DB2,DB3,DB4,DB5,DB6,DB7,DB8,DB9,DC0,DC1,DC2,DC3,DC4,DC5,DC6,DC7,DC8,DC9,DD0,DD1,DD2,DD3,DD4,DD5,DD6,DD7,DD8,DD9,DE0,DE1,DE2,DE3,DE4,DE5,DE6,DE7,DE8,DE9,DF0,DF1,DF2,DF3,DF4,DF5,DF6,DF7,DF8,DF9,DG0,DG1,DG2,DG3,DG4,DG5,DG6,DG7,DG8,DG9,DH0,DH1,DH2,DH3,DH4,DH5,DH6,DH7,DH8,DH9,DI0,DI1,DI2,DI3,DI4,DI5,DI6,DI7,DI8,DI9,DJ0,DJ1,DJ2,DJ3,DJ4,DJ5,DJ6,DJ7,DJ8,DJ9,DK0,DK1,DK2,DK3,DK4,DK5,DK6,DK7,DK8,DK9,DL0,DL1,DL2,DL3,DL4,DL5,DL6,DL7,DL8,DL9,DM0,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DN0,DN1,DN2,DN3,DN4,DN5,DN6,DN7,DN8,DN9,DO0,DO1,DO2,DO3,DO4,DO5,DO6,DO7,DO8,DO9,DP0,DP1,DP2,DP3,DP4,DP5,DP6,DP7,DP8,DP9,DQ0,DQ1,DQ2,DQ3,DQ4,DQ5,DQ6,DQ7,DQ8,DQ9,DR0,DR1,DR2,DR3,DR4,DR5,DR6,DR7,DR8,DR9,DS0,DS1,DS2,DS3,DS4,DS5,DS6,DS7,DS8,DS9,DT0,DT1,DT2,DT3,DT4,DT5,DT6,DT7,DT8,DT9,DU0,DU1,DU2,DU3,DU4,DU5,DU6,DU7,DU8,DU9,DV0,DV1,DV2,DV3,DV4,DV5,DV6,DV7,DV8,DV9,DW0,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,DX0,DX1,DX2,DX3,DX4,DX5,DX6,DX8,DX9,DY0,DY1,DY2,DY3,DY4,DY5,DY6,DY7,DY8,DY9,DZ0,DZ1,DZ2,DZ3,DZ4,DZ5,DZ6,DZ7,DZ8,DZ9,D0A,D1A,D2A,D3A,D4A,D5A,D6A,D7A,D8A,D9A,D0B,D1B,D2B,D3B,D4B,D5B,D6B,D7B,D8B,D9B,D0C,D1C,D2C,D3C,D4C,D5C,D6C,D7C,D8C,D9C,D0D,D1D,D2D,D3D,D4D,D5D,D6D,D7D,D8D,D9D,D0E,D1E,D2E,D3E,D4E,D5E,D6E,D7E,D8E,D9E,D0F,D1F,D2F,D3F,D4F,D5F,D6F,D7F,D8F,D9F,D0G,D1G,D2G,D3G,D4G,D5G,D6G,D7G,D8G,D9G,D0H,D1H,D2H,D3H,D4H,D5H,D6H,D7H,D8H,D9H,D0I,D1I,D2I,D3I,D4I,D5I,D6I,D7I,D8I,D9I,D0J,D1J,D2J,D3J,D4J,D5J,D6J,D7J,D8J,D9J,D0K,D1K,D2K,D3K,D4K,D5K,D6K,D7K,D8K,D9K,D0L,D1L,D2L,D3L,D4L,D5L,D6L,D7L,D8L,D9L,D0M,D1M,D2M,D3M,D4M,D5M,D6M,D7M,D8M,D9M,D0N,D1N,D2N,D3N,S0,S1,S2,S3,S4,S5,S6,S7,S8,S01,S03,S04,S05,S06,S08,S13,S14,S15,S16,S18,S34,S35,S36,S38,S45,S46,S48,S56,S68,S0H,S1H,S3H,S4H,S5H,S6H,S8H,SAH,TA0,TA1,TA2,TA3,TA4,TA5,TA6,TA7,TA8,TA9,TB0,TB1,TB2,TB3,TB4,TB5,TB6,TB7,FA0,FA1,FA2,FA3,FA4,FA5,FA6,FA7,FA8,FA9,FB0,FB1,FB2,FB3,FB4,FB5,FB6,FB7,FB8,FB9,FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FD0,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FE0,FE1,FE2,FE3,FE4,FE5,FE6,FE7,FE8,FE9,FF0,FF1,FF2,FF3,FF4,FF5,FF6,FF7,FF8,FF9,FG0,FG1,FG2,FG3,FG4,FG5,FG6,FG7,FG8,FG9,FH0,FH1,FH2,FH3,FH4,FH5,FH6,FH7,FH8,FH9,FI0,FI1,FI2,FI3,FI4,FI5,FI6,FI7,FI8,FI9,FJ0,FJ1,FJ2,FJ3,FJ4,FJ5,FJ6,FJ7,FJ8,FJ9,FK0,FK1,FK2,FK3,FK4,FK5,FK6,FK7,FK8,FK9,FL0,FL1,FL2,FL3,FL4,FL5,FL6,FL7,FL8,FL9,FM0,FM1,FM2,FM3,FM4,FM5,FM6,FM7,FM8,FM9,FN0,FN1,FN2,FN3,FN4,FN5,FN6,FN7,FN8,FN9,FO0,FO1,FO2,FO3,FO4,FO5,FO6,FO7,FO8,FO9,FP0,FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FQ0,FQ1,FQ2,FQ3,FQ4,FQ5,FQ6,FQ7,FQ8,FQ9,FR0,FR1,FR2,FR3,FR4,FR5,FR6,FR7,FR8,FR9,FS0,FS1,FS2,FS3,FS4,FS5,FS6,FS7,FS8,FS9,FT0,FT1,FT2,FT3,FT4,FT5,FT6,FT7,FT8,FT9,FU0,FU1,FU2,FU3,FU4,FU5,FU6,FU7,FU8,FU9,FV0,FV1,FV2,FV3,FV4,FV5,FV6
Shapeshifted,,Add two dice to your dice pool all physical Tasks for up to one hour while shapeshifted into a beast or sentient plant.,,4,Status,+2d,,,up to 1 hour,,,,,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share Focus,"<p>You pick one person to be your closest friend—a friend so close that you forge a bond that takes on supernormal qualities. You gain any and all Abilities of your friend’s Focus, and you both gain Abilities (and potentially drawbacks) from your Focus (this one).</p>
<p>To initiate the bond, both characters need to pick Forges a Bond as their primary Focus, and then select the same Focus they both share as their secondary Focus.</p>","You gain any and all Abilities of your friend’s Focus, and you both gain Abilities (and potentially drawbacks) from your Focus (this one).",,1,Talent,,,,,,,,,,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shatter,"You interrupt the fundamental force holding normal matter together for a moment, causing the detonation of an object you choose within short range. The object must be a small, mundane Item composed of homogeneous matter (such as a clay cup, an iron ingot, a stone, and so on). The object explodes in an immediate radius, dealing damage to everything in the area.","You detonate a mundane object composed of homogeneous matter, which explodes, dealing damage to everything in the area.",,1,Action,Magic,Short,,,,,,,,1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shatter,"You interrupt the fundamental force holding normal matter together for a moment, causing the detonation of an object you choose within short range. The object must be a small, mundane Item composed of homogeneous matter (such as a clay cup, an iron ingot, a stone, and so on). The object explodes in an immediate radius, dealing damage to everything in the area.","You detonate a mundane object composed of homogeneous matter, which explodes, dealing damage to everything in the area.",TRUE,5,Action,Magic,Short,,,,,,,,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield Master,"When you use a shield, shield matrix or energy shield, you can choose to spend your turn defending against the negative effects of a mixed success roll in combat, negating said effects. But if you do so, you cannot perform your intended Action that round.",You can choose to sacrifice your Action defending against the negative effects of a mixed success in combat.,,1,Talent,,,,,,,,,,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield Training,"If you use a shield, you ignore the effects of Intrusions in combat (though you still fail the roll).","If you use a shield, you ignore the effects of Intrusions in combat (though you still fail the roll).",,5,Talent,Intrusions,,,,,,,,,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shockwave,"You stomp on the ground with all of your strength, creating a shock wave that Attacks everything in immediate range. Affected targets take damage and are either pushed out of immediate range or fall down (your choice).","You create a shock wave that Attacks everything in immediate range, pushing targets out of immediate range or knocking them down.",,3,Action,M-Move,Immediate,,,,,,,,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Show of Force,"Pebbles, dirt, sand, and debris rise into the air around you to form a swirling cloud. The cloud extends out to immediate range, moves with you, and lasts for as long as you want. However, you can only move an immediate range each round while the cloud is active. When it ends, all the materials fall to the ground around you. The cloud makes it harder for creatures and characters to Attack you. In addition, while the cloud is around you, you can use an Action to whip the material so that it abrades everything within immediate range.",You surround yourself with a swirling cloud of matter that moves with you. You can damage everything within immediate range at will.,TRUE,4,Action,Magic,Immediate,,,,,,,,1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Show Them the Way,"Your presence overwhelms a target you can touch and ask to aid you. Essentially, you control the Actions of the target for up to ten minutes who fails to defend against your presence. Once you have established control, you maintain control through verbal instruction. You can allow the target to act freely or override control on a case-by case basis. When the effect ends, the target vaguely remembers doing your will, but it’s as blurry as a dream.","You control the Actions of a target you touch for up to ten minutes, maintaining control through verbal instruction.",,5,Action,Control,Immediate,,10 minutes,,,,,,1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shroud of Flame,"<p>At your command, your entire body becomes shrouded in flames. The fire doesn't burn you, but it automatically inflicts damage to anyone and anything who tries to touch you or strike you with a melee Attack. You are also immune to fire for duration.</p>
<p>Every round this Ability is active, something or someone close to you catches fire. Action to initiate; Action to cancel.</p>","Your entire body becomes shrouded in flames, inflicting damage to everything in immediate range until cancelled.",,2,Action,Magic,Immediate,,,,,,,,1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill With Attacks,"<p>Choose one type of weapon or Attack in which you are not already trained:</p>
<ul>
<li class=""selectable"" data-spellid=""0440"">Automatic Weapons</li>
<li class=""selectable"" data-spellid=""0419"">Blades</li>
<li class=""selectable"" data-spellid=""0414"">Blunt Weapons</li>
<li class=""selectable"" data-spellid=""0408"">Bows</li>
<li class=""selectable"" data-spellid=""1555"">Crossbows</li>
<li class=""selectable"" data-spellid=""0160"">Pistols</li>
<li class=""selectable"" data-spellid=""1901"">Polearms</li>
<li class=""selectable"" data-spellid=""0132"">Rifles</li>
<li class=""selectable"" data-spellid=""0106"">Shotguns</li>
<li class=""selectable"" data-spellid=""0040"">Throwing Weapons</li>
<li class=""selectable"" data-spellid=""0024"">Unarmed Attacks</li>
<li class=""selectable"" data-spellid=""0002"">Whips</li>
</ul>
<p>You are trained in Attacks using that type of weapon or Attack.</p>",,,2,Select,,,,,,,,,,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill With Attacks,"<p>Choose one type of weapon or Attack in which you are not already trained:</p>
<ul>
<li class=""selectable"" data-spellid=""0441"">Automatic Weapons</li>
<li class=""selectable"" data-spellid=""0421"">Blades</li>
<li class=""selectable"" data-spellid=""0415"">Blunt Weapons</li>
<li class=""selectable"" data-spellid=""0409"">Bows</li>
<li class=""selectable"" data-spellid=""1556"">Crossbows</li>
<li class=""selectable"" data-spellid=""0161"">Pistols</li>
<li class=""selectable"" data-spellid=""1902"">Polearms</li>
<li class=""selectable"" data-spellid=""0133"">Rifles</li>
<li class=""selectable"" data-spellid=""0107"">Shotguns</li>
<li class=""selectable"" data-spellid=""0041"">Throwing Weapons</li>
<li class=""selectable"" data-spellid=""0026"">Unarmed Attacks</li>
<li class=""selectable"" data-spellid=""0003"">Whips</li>
</ul>
<p>You are trained in Attacks using that type of weapon or Attack.</p>",,,3,Select,,,,,,,,,,1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
